001_1_1.jpg,80,109,22,80,109,59
001_1_2.jpg,83,103,23,83,104,60
001_1_3.jpg,72,104,23,72,104,61
001_2_1.jpg,73,109,23,73,109,59
001_2_2.jpg,87,106,23,87,106,63
001_2_3.jpg,80,107,23,80,107,63
001_2_4.jpg,79,92,22,79,92,62
002_1_2.jpg,86,110,27,86,111,69
002_1_3.jpg,94,103,27,95,104,69
003_1_2.jpg,88,100,23,88,102,66
003_1_3.jpg,86,105,26,86,107,66
003_2_1.jpg,89,105,23,89,105,63
003_2_2.jpg,98,102,23,98,102,65
003_2_3.jpg,103,102,22,103,102,65
003_2_4.jpg,106,97,23,106,97,65
004_1_1.jpg,66,104,26,67,105,66
004_1_2.jpg,80,100,27,80,101,69
004_1_3.jpg,80,99,27,80,100,67
005_1_2.jpg,89,97,22,89,97,61
005_1_3.jpg,84,105,22,84,105,60
005_2_1.jpg,85,98,23,85,98,59
005_2_2.jpg,73,106,22,73,106,61
005_2_3.jpg,81,96,22,81,96,56
005_2_4.jpg,89,103,19,89,103,58
006_1_1.jpg,82,97,27,82,98,64
006_1_3.jpg,84,96,27,84,97,66
006_2_1.jpg,79,94,27,79,95,67
006_2_2.jpg,78,83,23,78,83,67
006_2_3.jpg,85,78,26,86,79,67
006_2_4.jpg,89,72,23,89,72,67
007_1_1.jpg,84,94,26,84,95,65
007_1_2.jpg,81,98,22,81,98,66
007_1_3.jpg,85,106,26,86,107,61
007_2_1.jpg,107,99,26,108,100,63
007_2_2.jpg,92,112,27,93,113,64
007_2_3.jpg,80,121,26,81,122,63
007_2_4.jpg,82,101,26,82,102,66
008_1_1.jpg,78,119,23,78,120,61
008_1_2.jpg,79,102,23,80,103,61
008_1_3.jpg,89,82,23,89,83,63
008_2_1.jpg,87,86,23,87,86,62
008_2_2.jpg,83,83,23,83,83,62
008_2_4.jpg,92,88,22,92,88,64
009_1_1.jpg,84,111,23,84,111,58
009_1_2.jpg,88,103,23,88,103,52
009_1_3.jpg,88,110,23,88,110,52
009_2_1.jpg,93,85,23,93,85,58
